Id,LotArea,Street,LotShape,HouseStyle,OverallQual,OverallCond,YearBuilt,GarageType,YrSold,SalePrice
784,9101,Pave,IR1,SFoyer,5,6,1978,Attchd,2009,165500
785,6300,Pave,Reg,2.5Unf,6,6,1914,NA,2008,128000
786,9790,Pave,Reg,1Story,6,5,1967,Attchd,2009,161500
787,10800,Pave,Reg,1.5Fin,5,6,1915,Detchd,2010,139000
788,10142,Pave,IR1,2Story,7,5,2004,BuiltIn,2010,233000
789,6000,Pave,Reg,1Story,4,7,1954,Detchd,2008,107900
790,12205,Pave,IR1,2Story,6,8,1966,Attchd,2007,187500
791,3182,Pave,Reg,1Story,7,5,2005,Attchd,2009,160200
792,11333,Pave,IR1,SLvl,6,5,1976,Attchd,2007,146800
793,9920,Pave,IR1,2Story,7,5,1996,Attchd,2007,269790
794,9158,Pave,Reg,1Story,8,5,2007,Attchd,2007,225000
795,10832,Pave,IR1,2Story,7,5,1994,Attchd,2008,194500
796,8400,Pave,Reg,2Story,6,6,1980,Attchd,2010,171000
797,8197,Pave,Reg,1Story,6,5,1977,Attchd,2007,143500
798,7677,Pave,Reg,1Story,5,5,1953,Attchd,2008,110000
799,13518,Pave,Reg,2Story,9,5,2008,BuiltIn,2009,485000
800,7200,Pave,Reg,1.5Fin,5,7,1937,Detchd,2007,175000
801,12798,Pave,IR1,2Story,6,5,1997,Attchd,2008,200000
802,4800,Pave,Reg,1Story,4,7,1916,Detchd,2007,109900
803,8199,Pave,Reg,2Story,7,5,2005,Attchd,2008,189000
804,13891,Pave,Reg,2Story,9,5,2008,BuiltIn,2009,582933
805,9000,Pave,Reg,1Story,5,5,1954,Attchd,2006,118000
806,12274,Pave,IR1,1Story,7,5,2008,Attchd,2008,227680
807,9750,Pave,Reg,SLvl,5,5,1967,Attchd,2006,135500
808,21384,Pave,Reg,2Story,5,6,1923,Attchd,2009,223500
809,13400,Pave,Reg,SLvl,5,5,1966,Attchd,2006,159950
810,8100,Pave,Reg,2.5Unf,5,5,1898,Detchd,2009,106000
811,10140,Pave,Reg,1Story,6,6,1974,Attchd,2006,181000
812,4438,Pave,Reg,1Story,6,5,2004,Attchd,2008,144500
813,8712,Grvl,Reg,1Story,5,5,1952,Basment,2010,55993
814,9750,Pave,Reg,1Story,6,6,1958,Attchd,2007,157900
815,8248,Pave,Reg,1.5Fin,5,7,1918,Detchd,2006,116000
816,12137,Pave,IR2,1Story,7,5,1998,Attchd,2010,224900
817,11425,Pave,IR1,1Story,5,6,1954,Attchd,2006,137000
818,13265,Pave,IR1,1Story,8,5,2002,Attchd,2008,271000
819,8816,Pave,Reg,SLvl,6,7,1971,Attchd,2010,155000
820,6371,Pave,IR1,1Story,7,5,2009,Attchd,2010,224000
821,7226,Pave,IR1,2Story,7,5,2003,Attchd,2008,183000
822,6000,Pave,Reg,1Story,4,4,1953,Detchd,2009,93000
823,12394,Pave,IR1,2Story,7,5,2003,BuiltIn,2007,225000
824,9900,Pave,Reg,1.5Fin,6,7,1940,Detchd,2009,139500
825,11216,Pave,Reg,1Story,8,5,2006,Attchd,2006,232600
826,14803,Pave,Reg,1Story,10,5,2007,Attchd,2008,385000
827,6130,Pave,Reg,1.5Unf,5,6,1924,NA,2008,109500
828,8529,Pave,IR1,1Story,7,5,2001,Attchd,2009,189000
829,28698,Pave,IR2,2Story,5,5,1967,Attchd,2009,185000
830,2544,Pave,Reg,2Story,7,5,2005,Detchd,2006,147400
831,11900,Pave,IR1,1Story,6,5,1957,Attchd,2008,166000
832,3180,Pave,Reg,2Story,7,5,2005,Detchd,2006,151000
833,9548,Pave,IR1,2Story,7,6,2003,Attchd,2010,237000
834,10004,Pave,Reg,1Story,6,6,1964,Attchd,2009,167000
835,7875,Pave,Reg,1Story,5,6,1961,Attchd,2008,139950
836,9600,Pave,Reg,1Story,4,7,1950,Attchd,2010,128000
837,8100,Pave,Reg,1Story,5,6,1948,Detchd,2007,153500
838,1680,Pave,Reg,2Story,6,5,1973,Detchd,2008,100000
839,9525,Pave,Reg,1Story,5,6,1995,Attchd,2008,144000
840,11767,Pave,Reg,1.5Fin,5,6,1946,Detchd,2008,130500
841,12155,Pave,IR1,2Story,6,8,1925,Detchd,2008,140000
842,10440,Pave,Reg,2Story,5,8,1904,Detchd,2008,157500
843,9020,Pave,Reg,SLvl,6,7,1966,Attchd,2008,174900
844,8000,Pave,Reg,1Story,5,4,1961,NA,2007,141000
845,12665,Pave,IR1,1.5Fin,5,8,1915,Detchd,2008,153900
846,16647,Pave,IR1,SFoyer,5,5,1975,Basment,2007,171000
847,9317,Pave,Reg,2Story,7,5,1993,Attchd,2009,213000
848,15523,Pave,IR1,1Story,5,6,1972,Attchd,2009,133500
849,45600,Pave,IR2,1.5Fin,6,8,1908,Detchd,2008,240000
850,9600,Pave,Reg,SLvl,6,7,1976,Attchd,2007,187000
851,4435,Pave,Reg,1Story,6,5,2003,Attchd,2007,131500
852,3196,Pave,Reg,1Story,8,5,2003,Attchd,2006,215000
853,7128,Pave,Reg,2.5Unf,7,5,1941,Detchd,2007,164000
854,12095,Pave,IR1,SLvl,6,6,1964,Attchd,2009,158000
855,17920,Pave,Reg,1Story,5,4,1955,Attchd,2006,170000
856,6897,Pave,IR1,1Story,5,8,1962,Detchd,2010,127000
857,10970,Pave,IR1,SLvl,6,6,1978,Detchd,2008,147000
858,8125,Pave,Reg,2Story,6,5,1994,Attchd,2009,174000
859,10400,Pave,Reg,1Story,7,5,1976,Attchd,2009,152000
860,11029,Pave,IR1,2Story,6,7,1968,Attchd,2006,250000
861,7642,Pave,Reg,1.5Fin,7,8,1918,Detchd,2007,189950
862,11625,Pave,Reg,1Story,5,4,1965,Attchd,2010,131500
863,9672,Pave,Reg,1Story,6,5,1984,Attchd,2010,152000
864,7931,Pave,Reg,1Story,5,5,1959,Attchd,2009,132500
865,8640,Pave,Reg,1Story,7,5,2007,Attchd,2008,250580
866,8750,Pave,IR1,1Story,5,6,1970,Detchd,2009,148500
867,10656,Pave,IR1,1Story,8,5,2006,Attchd,2007,248900
868,6970,Pave,Reg,1Story,4,5,1961,Attchd,2007,129000
869,14762,Pave,IR2,2Story,5,6,1948,Attchd,2006,169000
870,9938,Pave,Reg,2Story,7,5,1993,Attchd,2010,236000
871,6600,Pave,Reg,1Story,5,5,1962,Detchd,2009,109500
872,8750,Pave,Reg,2Story,6,5,1998,Attchd,2010,200500
873,8892,Pave,Reg,1Story,5,7,1953,Attchd,2008,116000
874,12144,Pave,Reg,1Story,5,7,1949,Attchd,2009,133000
875,5720,Pave,Reg,1.5Fin,5,6,1941,Detchd,2009,66500
876,9000,Pave,Reg,2Story,8,5,2007,BuiltIn,2007,303477
877,25286,Pave,Reg,1Story,4,5,1963,Attchd,2007,132250
878,8834,Pave,Reg,2Story,9,5,2004,Attchd,2009,350000
879,11782,Pave,IR1,SFoyer,5,7,1961,Detchd,2010,148000
880,7000,Pave,IR1,1Story,5,8,1978,Attchd,2009,136500
881,7024,Pave,Reg,1Story,5,5,2005,Attchd,2007,157000
882,13758,Pave,IR1,1.5Fin,7,5,1990,Attchd,2007,187500
883,9636,Pave,IR1,2Story,6,5,1992,BuiltIn,2009,178000
884,6204,Pave,Reg,2.5Fin,4,5,1912,Detchd,2006,118500
885,7150,Pave,Reg,1Story,5,5,1967,Attchd,2009,100000
886,5119,Pave,IR1,1Story,9,5,1999,Attchd,2008,328900
887,8393,Pave,Reg,1Story,5,5,1959,Attchd,2006,145000
888,16466,Pave,IR1,1.5Fin,5,7,1955,Attchd,2008,135500
889,15865,Pave,IR1,1Story,8,6,1970,Attchd,2007,268000
890,12160,Pave,Reg,1Story,6,4,1953,Attchd,2009,149500
891,8064,Pave,Reg,1.5Fin,5,7,1949,Detchd,2007,122900
892,11184,Pave,Reg,2Story,6,5,1978,Attchd,2009,172500
893,8414,Pave,Reg,1Story,6,8,1963,Attchd,2006,154500
894,13284,Pave,Reg,1Story,5,5,1954,Attchd,2008,165000
895,7018,Pave,Reg,1Story,5,5,1979,Attchd,2009,118858
896,7056,Pave,Reg,2Story,6,5,1963,Attchd,2008,140000
897,8765,Pave,Reg,1Story,4,6,1936,Detchd,2006,106500
898,7018,Pave,Reg,2Story,5,5,1979,Detchd,2009,142953
899,12919,Pave,IR1,1Story,9,5,2009,Attchd,2010,611657
900,6993,Pave,Reg,1Story,5,7,1961,Attchd,2006,135000
901,7340,Pave,IR1,1Story,4,6,1971,Detchd,2007,110000
902,8712,Pave,IR1,1Story,5,7,1957,Detchd,2009,153000
903,7875,Pave,Reg,2Story,7,5,2003,Attchd,2006,180000
904,14859,Pave,IR1,1Story,7,5,2006,Attchd,2006,240000
905,6173,Pave,IR1,1Story,5,6,1967,Attchd,2007,125500
906,9920,Pave,Reg,1Story,5,5,1954,Attchd,2010,128000
907,13501,Pave,IR1,1Story,8,5,2006,Attchd,2007,255000
908,11500,Pave,IR1,1.5Fin,7,7,1936,Attchd,2006,250000
909,8885,Pave,IR1,1Story,5,5,1983,Attchd,2006,131000
910,12589,Pave,IR2,2Story,6,5,2005,Attchd,2009,174000
911,11600,Pave,Reg,2Story,5,5,1960,Detchd,2010,154300
912,9286,Pave,IR1,1Story,5,7,1977,Detchd,2009,143500
913,6120,Pave,Reg,1Story,5,7,1925,Detchd,2006,88000
914,6270,Pave,Reg,2Story,5,6,1949,2Types,2007,145000
915,3000,Pave,Reg,2Story,6,5,2009,Detchd,2009,173733
916,2001,Pave,Reg,2Story,4,5,1970,Attchd,2007,75000
917,9000,Pave,Reg,1Story,2,3,1949,Detchd,2006,35311
918,17140,Pave,Reg,1Story,4,6,1956,Attchd,2009,135000
919,13125,Pave,IR1,2Story,7,5,1991,Attchd,2007,238000
920,11029,Pave,IR1,1Story,6,8,1958,Attchd,2008,176500
921,8462,Pave,IR1,2Story,6,5,1994,Attchd,2007,201000
922,8777,Pave,Reg,1.5Fin,5,7,1900,NA,2008,145900
923,10237,Pave,Reg,1Story,6,5,2005,Attchd,2006,169990
924,8012,Pave,Reg,1Story,6,5,1993,Attchd,2008,193000
925,10240,Pave,Reg,1Story,6,6,1980,Attchd,2006,207500
926,15611,Pave,IR1,1Story,5,6,1977,Attchd,2008,175000
927,11999,Pave,Reg,2Story,8,5,2003,BuiltIn,2007,285000
928,9900,Pave,Reg,2Story,7,5,1968,Attchd,2008,176000
929,11838,Pave,Reg,1Story,8,5,2001,Attchd,2009,236500
930,13006,Pave,IR1,2Story,7,5,1997,BuiltIn,2006,222000
931,8925,Pave,IR1,1Story,8,5,2007,Attchd,2009,201000
932,9100,Pave,Reg,1Story,5,6,1965,Detchd,2009,117500
933,11670,Pave,IR1,1Story,9,5,2006,Attchd,2007,320000
934,8487,Pave,Reg,1Story,7,5,2004,Attchd,2009,190000
935,27650,Pave,IR2,1Story,7,7,1960,Attchd,2008,242000
936,5825,Pave,IR1,1Story,4,5,1926,Detchd,2006,79900
937,10083,Pave,Reg,1Story,7,5,2003,Attchd,2009,184900
938,9675,Pave,Reg,2Story,7,5,2005,Attchd,2009,253000
939,8760,Pave,Reg,2Story,7,5,2006,Attchd,2006,239799
940,24090,Pave,Reg,2Story,7,7,1940,Attchd,2010,244400
941,12640,Pave,IR1,1Story,6,5,1976,Attchd,2006,150900
942,8755,Pave,IR1,2Story,7,5,1999,BuiltIn,2009,214000
943,7711,Pave,IR1,1Story,4,3,1977,NA,2007,150000
944,25000,Pave,Reg,1Story,5,4,1967,Attchd,2007,143000
945,14375,Pave,IR1,SLvl,6,6,1958,Basment,2009,137500
946,8820,Pave,Reg,1.5Fin,5,6,1890,Detchd,2009,124900
947,8163,Pave,Reg,SLvl,5,6,1959,Attchd,2006,143000
948,14536,Pave,Reg,1Story,8,5,2002,Attchd,2007,270000
949,14006,Pave,IR1,2Story,7,5,2002,Attchd,2006,192500
950,9360,Pave,Reg,1Story,6,7,1972,Attchd,2010,197500
951,7200,Pave,Reg,1Story,5,8,1950,Detchd,2007,129000
952,7800,Pave,Reg,1Story,5,5,1965,Detchd,2006,119900
953,7200,Pave,Reg,SFoyer,5,8,1972,Detchd,2009,133900
954,11075,Pave,IR1,2Story,5,4,1969,Attchd,2008,172000
955,9400,Pave,IR1,SFoyer,6,5,1975,NA,2006,127500
956,7136,Pave,IR1,2Story,6,6,1946,Attchd,2007,145000
957,1300,Pave,Reg,2Story,6,6,1980,Attchd,2009,124000
958,7420,Pave,Reg,1Story,5,5,1962,Detchd,2007,132000
959,8450,Pave,Reg,1Story,7,5,2003,Attchd,2007,185000
960,2572,Pave,Reg,2Story,7,5,1999,Detchd,2010,155000
961,7207,Pave,IR1,1Story,5,7,1958,NA,2010,116500
962,12227,Pave,IR1,2Story,6,7,1977,Attchd,2008,272000
963,2308,Pave,Reg,2Story,6,6,1976,Detchd,2007,155000
964,11923,Pave,IR1,1Story,9,5,2007,Attchd,2009,239000
965,11316,Pave,Reg,2Story,7,5,2002,BuiltIn,2010,214900
966,10237,Pave,Reg,2Story,6,5,2005,Attchd,2007,178900
967,9600,Pave,IR1,1.5Fin,5,7,1940,Detchd,2009,160000
968,7390,Pave,IR1,1Story,5,7,1955,Attchd,2008,135000
969,5925,Pave,Reg,1.5Fin,3,6,1910,NA,2009,37900
970,10382,Pave,Reg,SLvl,6,5,1958,Attchd,2006,140000
971,10800,Pave,Reg,1.5Fin,4,4,1949,NA,2006,135000
972,2268,Pave,Reg,2Story,7,5,2003,BuiltIn,2009,173000
973,7892,Pave,Reg,1Story,6,5,1979,Attchd,2010,99500
974,11639,Pave,Reg,1Story,7,5,2007,Attchd,2008,182000
975,11414,Pave,IR1,2Story,7,8,1910,Detchd,2009,167500
976,2651,Pave,Reg,2Story,7,5,2000,Detchd,2006,165000
977,5900,Pave,IR1,1Story,4,7,1923,NA,2006,85500
978,4274,Pave,IR1,1Story,7,5,2006,Attchd,2007,199900
979,9450,Pave,Reg,1Story,4,5,1954,Detchd,2007,110000
980,8816,Pave,Reg,1Story,5,6,1963,Detchd,2009,139000
981,12122,Pave,IR1,SFoyer,7,9,1961,Attchd,2008,178400
982,12203,Pave,IR1,2Story,8,5,1998,Attchd,2009,336000
983,3182,Pave,Reg,1Story,7,5,2007,Attchd,2008,159895
984,11250,Pave,Reg,2Story,8,5,2002,Attchd,2008,255900
985,10125,Pave,Reg,1.5Fin,5,5,1977,Attchd,2009,126000
986,10880,Pave,Reg,1Story,5,5,1950,Detchd,2008,125000
987,5310,Pave,Reg,1.5Fin,6,8,1910,Attchd,2006,117000
988,10159,Pave,IR1,1Story,9,5,2009,Attchd,2010,395192
989,12046,Pave,IR1,2Story,6,6,1976,Attchd,2007,195000
990,8125,Pave,Reg,2Story,7,5,2006,Attchd,2006,197000
991,9452,Pave,Reg,2Story,8,5,1997,Attchd,2006,348000
992,17671,Pave,Reg,2Story,8,9,1882,Attchd,2009,168000
993,9760,Pave,Reg,2Story,6,8,1964,Attchd,2007,187000
994,8846,Pave,Reg,2Story,6,5,2005,Attchd,2006,173900
995,12456,Pave,Reg,1Story,10,5,2006,Attchd,2009,337500
996,4712,Pave,IR1,1.5Fin,4,7,1946,Detchd,2006,121600
997,10659,Pave,IR1,1Story,5,6,1961,Attchd,2006,136500
998,11717,Pave,IR1,1Story,6,6,1970,Attchd,2009,185000
999,9786,Pave,Reg,1Story,3,4,1922,Detchd,2006,91000
1000,6762,Pave,Reg,1Story,7,5,2006,Attchd,2010,206000
1001,10206,Pave,Reg,1Story,3,3,1952,Detchd,2009,82000
1002,5400,Pave,Reg,1Story,5,6,1920,Detchd,2007,86000
1003,11957,Pave,IR1,1Story,8,5,2006,Attchd,2008,232000
1004,11500,Pave,IR1,1Story,5,6,1976,Detchd,2007,136905
1005,3182,Pave,Reg,1Story,7,5,2005,Attchd,2009,181000
1006,8385,Pave,Reg,SLvl,5,8,1977,Attchd,2008,149900
1007,12155,Pave,IR3,1Story,6,3,1970,Attchd,2007,163500
1008,2217,Pave,Reg,2Story,4,4,1970,Attchd,2009,88000
1009,12118,Pave,IR1,1Story,7,5,2004,Attchd,2009,240000
1010,6000,Pave,Reg,1.5Fin,5,5,1926,NA,2006,102000
1011,21286,Pave,Reg,1.5Fin,5,5,1948,Attchd,2008,135000
1012,9825,Pave,Reg,1Story,5,5,1965,NA,2010,100000
1013,10592,Pave,Reg,2Story,6,7,1923,Detchd,2007,165000
1014,7200,Pave,Reg,1Story,5,4,1910,Detchd,2009,85000
1015,11664,Pave,Reg,1Story,6,5,1948,Detchd,2007,119200
1016,8400,Pave,Reg,2Story,8,6,2001,Attchd,2009,227000
1017,11883,Pave,Reg,1Story,7,5,1996,Attchd,2009,203000
1018,5814,Pave,IR1,1Story,8,5,1984,Attchd,2009,187500
1019,10784,Pave,IR1,SLvl,7,5,1991,Attchd,2007,160000
1020,3013,Pave,Reg,1Story,7,5,2005,Attchd,2006,213490
1021,7024,Pave,Reg,1Story,4,5,2005,Attchd,2008,176000
1022,7406,Pave,Reg,1Story,7,5,2006,Attchd,2006,194000
1023,9439,Pave,Reg,1.5Fin,5,5,1930,Detchd,2007,87000
1024,3182,Pave,Reg,1Story,7,5,2005,Attchd,2008,191000
1025,15498,Pave,IR1,1Story,8,6,1976,Attchd,2008,287000
1026,7700,Pave,Reg,1Story,5,5,1972,Detchd,2007,112500
1027,9300,Pave,Reg,1Story,5,5,1960,Attchd,2010,167500
1028,9520,Pave,IR1,1Story,8,5,2007,Attchd,2008,293077
1029,9492,Pave,Reg,1.5Fin,5,5,1941,Attchd,2007,105000
1030,1680,Pave,Reg,2Story,6,7,1972,Detchd,2006,118000
1031,7082,Pave,Reg,2Story,5,8,1916,NA,2006,160000
1032,15863,Pave,Reg,2.5Fin,7,3,1920,Basment,2009,197000
1033,14541,Pave,IR1,2Story,8,7,1993,Attchd,2006,310000
1034,8125,Pave,Reg,1Story,7,5,2002,Attchd,2006,230000
1035,6305,Pave,Reg,1Story,5,7,1938,Basment,2007,119750
1036,11500,Pave,IR1,1Story,4,3,1957,Detchd,2009,84000
1037,12898,Pave,IR1,1Story,9,5,2007,Attchd,2009,315500
1038,9240,Pave,Reg,2Story,8,5,2001,BuiltIn,2008,287000
1039,1533,Pave,Reg,2Story,4,6,1970,NA,2009,97000
1040,1477,Pave,Reg,SFoyer,4,4,1970,Attchd,2009,80000
1041,13125,Pave,Reg,1Story,5,4,1957,Attchd,2006,155000
1042,9130,Pave,Reg,2Story,6,8,1966,Attchd,2008,173000
1043,5381,Pave,IR1,1Story,6,5,2005,Attchd,2009,196000
1044,11839,Pave,Reg,2Story,7,5,1990,Attchd,2008,262280
1045,9600,Pave,Reg,1Story,8,5,1981,Attchd,2009,278000
1046,13680,Pave,IR1,1Story,3,5,1955,Attchd,2009,139600
1047,16056,Pave,IR1,2Story,9,5,2005,BuiltIn,2006,556581
1048,9245,Pave,IR2,1Story,5,5,1994,Detchd,2008,145000
1049,21750,Pave,Reg,1Story,5,4,1960,Attchd,2009,115000
1050,11100,Pave,Reg,1Story,4,7,1946,Detchd,2010,84900
1051,8993,Pave,IR1,1Story,7,5,2007,Attchd,2007,176485
1052,11175,Pave,IR1,1Story,7,5,2007,Attchd,2007,200141
1053,9500,Pave,Reg,2Story,6,6,1964,Attchd,2007,165000
1054,8562,Pave,Reg,1Story,5,6,1957,Basment,2010,144500
1055,11367,Pave,Reg,2Story,8,5,2002,Attchd,2006,255000
1056,11361,Pave,Reg,1Story,6,5,1976,Attchd,2008,180000
1057,7052,Pave,IR1,1Story,7,5,2005,Attchd,2006,185850
1058,29959,Pave,IR2,2Story,7,6,1994,BuiltIn,2009,248000
1059,11308,Pave,IR1,2Story,9,5,2008,Attchd,2009,335000
1060,11275,Pave,IR1,1.5Fin,6,7,1932,Detchd,2007,220000
1061,4920,Pave,Reg,1Story,8,5,2001,Attchd,2010,213500
1062,18000,Grvl,Reg,1Story,3,4,1935,Detchd,2008,81000
1063,13600,Pave,Reg,2Story,5,5,1900,Detchd,2007,90000
1064,6000,Pave,Reg,1Story,6,6,1925,Detchd,2006,110500
1065,11000,Pave,IR1,1Story,5,6,1966,Attchd,2009,154000
1066,14000,Pave,Reg,2Story,7,5,1996,Attchd,2010,328000
1067,7837,Pave,IR1,2Story,6,7,1993,Attchd,2009,178000
1068,9760,Pave,Reg,2Story,6,6,1964,Attchd,2008,167900
1069,3964,Pave,Reg,2Story,6,4,1973,Attchd,2006,151400
1070,9600,Pave,Reg,1.5Unf,5,7,1949,Detchd,2007,135000
1071,10152,Pave,Reg,1Story,5,5,1956,Attchd,2007,135000
1072,11700,Pave,Reg,2Story,6,6,1968,Attchd,2009,154000
1073,7585,Pave,Reg,1.5Fin,5,3,1948,Detchd,2006,91500
1074,7950,Pave,IR1,2Story,6,6,1977,Attchd,2009,159500
1075,8556,Pave,Reg,1Story,7,5,2006,Attchd,2007,194000
1076,13125,Pave,Reg,2Story,7,6,1940,Attchd,2007,219500
1077,10800,Pave,Reg,1.5Fin,5,8,1936,Attchd,2006,170000
1078,15870,Pave,IR1,1Story,5,5,1969,Attchd,2006,138800
1079,4435,Pave,Reg,1Story,6,5,2004,Attchd,2006,155900
1080,8775,Pave,Reg,1Story,5,5,1994,Attchd,2007,126000
1081,11040,Pave,Reg,1Story,6,7,1971,Attchd,2008,145000
1082,7500,Pave,Reg,1Story,5,5,1963,Attchd,2010,133000
1083,8749,Pave,Reg,1Story,7,5,2002,Attchd,2007,192000
1084,8800,Pave,Reg,1Story,6,6,1964,Attchd,2006,160000
1085,13031,Pave,IR2,2Story,6,5,1995,Attchd,2006,187500
1086,9069,Pave,Reg,SFoyer,6,6,1992,Attchd,2010,147000
1087,1974,Pave,Reg,2Story,4,5,1973,Attchd,2010,83500
1088,10574,Pave,Reg,2Story,8,5,2005,Attchd,2009,252000
1089,2522,Pave,Reg,2Story,7,5,2004,Detchd,2006,137500
1090,3316,Pave,IR1,1Story,8,5,2005,Attchd,2006,197000
1091,8544,Pave,Reg,1Story,3,4,1950,Detchd,2009,92900
1092,2160,Pave,Reg,2Story,7,5,1999,Detchd,2008,160000
1093,8400,Pave,Reg,1.5Fin,6,5,1925,Detchd,2008,136500
1094,9230,Pave,Reg,1Story,5,8,1965,Detchd,2006,146000
1095,5868,Pave,Reg,1Story,5,7,1956,Attchd,2010,129000
1096,9317,Pave,IR1,1Story,6,5,2006,Attchd,2007,176432
1097,6882,Pave,Reg,2Story,6,7,1914,NA,2007,127000
1098,3696,Pave,Reg,1Story,8,5,1986,Attchd,2007,170000
1099,6000,Pave,Reg,1.5Fin,4,6,1936,Detchd,2009,128000
1100,11880,Pave,IR1,1Story,7,5,1978,Attchd,2009,157000
1101,8400,Pave,Reg,1Story,2,5,1920,Detchd,2009,60000
1102,9758,Pave,IR1,1Story,5,5,1971,Detchd,2007,119500
1103,7000,Pave,Reg,1Story,5,7,1960,Attchd,2007,135000
1104,8910,Pave,Reg,1Story,6,6,1959,BuiltIn,2006,159500
1105,2016,Pave,Reg,2Story,5,5,1970,Detchd,2007,106000
1106,12256,Pave,IR1,2Story,8,5,1994,Attchd,2010,325000
1107,10357,Pave,IR1,1Story,7,5,1990,Attchd,2007,179900
1108,23257,Pave,IR3,2Story,7,5,2006,BuiltIn,2006,274725
1109,8063,Pave,Reg,2Story,6,5,2000,Attchd,2007,181000
1110,11362,Pave,IR1,1Story,8,5,2004,Attchd,2009,280000
1111,8000,Pave,Reg,2Story,6,5,1995,Attchd,2008,188000
1112,10480,Pave,Reg,2Story,7,6,1976,Attchd,2008,205000
1113,7100,Pave,IR1,1Story,5,7,1957,Detchd,2006,129900
1114,8923,Pave,Reg,1Story,5,7,1953,Attchd,2007,134500
1115,5400,Pave,Reg,1Story,5,7,1954,Detchd,2006,117000
1116,12085,Pave,Reg,1Story,8,5,2007,Attchd,2007,318000
1117,7750,Pave,Reg,SLvl,8,5,2002,BuiltIn,2009,184100
1118,9764,Pave,IR1,1Story,5,7,1967,Attchd,2008,130000
1119,13825,Pave,Reg,SLvl,5,6,1958,BuiltIn,2008,140000
1120,7560,Pave,Reg,1Story,5,5,1959,Attchd,2006,133700
1121,8263,Pave,Reg,1Story,6,5,1920,Detchd,2007,118400
1122,10084,Pave,Reg,1Story,7,5,2005,Attchd,2006,212900
1123,8926,Pave,IR1,1Story,4,3,1956,Basment,2009,112000
1124,9405,Pave,Reg,1Story,5,9,1947,NA,2009,118000
1125,9125,Pave,IR1,SLvl,7,5,1992,Attchd,2007,163900
1126,10434,Pave,Reg,1Story,4,5,1955,Detchd,2009,115000
1127,3684,Pave,Reg,1Story,7,5,2007,Attchd,2009,174000
1128,14572,Pave,IR3,1Story,7,5,2004,Attchd,2007,259000
1129,11796,Pave,IR1,2Story,7,5,2004,BuiltIn,2007,215000
1130,7200,Pave,Reg,SFoyer,5,5,1980,Detchd,2007,140000
1131,7804,Pave,Reg,1.5Fin,4,3,1928,Detchd,2009,135000
1132,10712,Pave,Reg,1Story,5,5,1991,NA,2007,93500
1133,9900,Pave,Reg,2Story,6,4,1880,Detchd,2007,117500
1134,9828,Pave,IR1,2Story,8,5,1995,Attchd,2009,239500
1135,8773,Pave,IR1,2Story,6,5,1997,Attchd,2007,169000
1136,6180,Pave,Reg,1Story,6,5,1926,Detchd,2007,102000
1137,9600,Pave,Reg,1.5Fin,6,5,1950,Attchd,2008,119000
1138,6342,Pave,Reg,1.5Fin,5,8,1875,NA,2010,94000
1139,9819,Pave,IR1,1Story,6,5,1977,Attchd,2009,196000
1140,8731,Pave,IR1,1Story,5,5,1920,Detchd,2007,144000
1141,7350,Pave,Reg,1Story,5,7,1951,Detchd,2008,139000
1142,10304,Pave,IR1,2Story,5,7,1976,Attchd,2009,197500
1143,9965,Pave,Reg,2Story,8,5,2006,BuiltIn,2007,424870
1144,9000,Pave,Reg,1Story,5,3,1959,NA,2008,80000
1145,12180,Pave,Reg,1.5Fin,4,4,1941,Detchd,2010,80000
1146,6240,Pave,Reg,1.5Fin,5,6,1928,Detchd,2006,149000
1147,11200,Pave,Reg,1Story,6,5,1985,Attchd,2006,180000
1148,12000,Pave,Reg,2Story,7,7,1941,Attchd,2009,174500
1149,5700,Pave,Reg,1.5Fin,7,7,1926,Detchd,2008,116900
1150,9000,Pave,Reg,2Story,7,9,1920,Detchd,2009,143000
1151,8280,Pave,IR1,1Story,6,5,1950,Attchd,2007,124000
1152,17755,Pave,Reg,1Story,5,4,1959,Attchd,2006,149900
1153,14115,Pave,IR1,1Story,6,7,1956,Attchd,2006,230000
1154,5890,Pave,Reg,1Story,6,8,1930,Detchd,2008,120500
1155,13700,Pave,IR1,2Story,7,6,1965,Attchd,2008,201800
1156,10768,Pave,IR1,1Story,5,8,1976,Attchd,2007,218000
1157,9350,Pave,Reg,SLvl,5,8,1965,Attchd,2008,179900
1158,5001,Pave,IR1,1Story,7,5,2007,Attchd,2009,230000
1159,11932,Pave,Reg,1Story,8,5,2007,Attchd,2008,235128
1160,9120,Pave,Reg,2Story,6,6,1974,Attchd,2008,185000
1161,2280,Pave,Reg,2Story,6,5,1978,Attchd,2010,146000
1162,14778,Pave,IR1,1Story,6,7,1954,Detchd,2008,224000
1163,8724,Pave,Reg,1Story,5,5,1968,Attchd,2007,129000
1164,12900,Pave,Reg,SFoyer,4,4,1969,CarPort,2008,108959
1165,16157,Pave,IR1,SLvl,5,7,1978,Attchd,2007,194000
1166,9541,Pave,IR1,1Story,7,5,2009,Attchd,2009,233170
1167,10475,Pave,IR1,1Story,8,5,2008,Attchd,2010,245350
1168,10852,Pave,IR1,2Story,6,5,2000,Attchd,2006,173000
1169,13728,Pave,Reg,2Story,6,7,1935,Basment,2008,235000
1170,35760,Pave,IR1,2Story,10,5,1995,Attchd,2006,625000
1171,9880,Pave,Reg,SLvl,6,6,1977,Attchd,2008,171000
